0.669441 0.830297 -0.365515 0.301455 -0.470578 -0.188537 -0.923968 0.870423 0.840626 0.782332 0.392617 -0.694269 0.141331 -0.507584 0.776493 0.21703 -0.962368 -0.809715 0.747889 0.0140316 -0.176576 0.551937 0.0432573 0.395135 -0.65201 -0.442558 0.113961 -0.381565 -0.112017 0.300863 0.50039 -0.124723 -0.199666 -0.219789 -0.0994217 0.415749 -0.985336 -0.671316 0.390497 -0.192262 0.636065 0.273211 -0.535587 0.778187 -0.283167 0.764396 0.757888 0.747905 -0.998458 -0.742177 -0.862001 -0.944413 -0.362064 0.0993535 0.945798 0.540082 0.280116 -0.642053 -0.768501 
0.104727 -0.901473 -0.345525 0.686137 -0.953711 -0.682764 -0.0400546 0.470083 0.0527279 0.515078 0.698728 0.00860452 -0.449214 0.507877 -0.339473 0.238408 0.776719 0.411528 -0.0837631 0.079773 -0.9124 0.865178 0.109796 -0.820842 0.718028 0.127522 -0.59312 0.277207 -0.991998 -0.431168 0.876121 0.440288 -0.733545 0.955613 0.588014 0.264357 0.33553 -0.827078 -0.686802 0.8705 0.83531 0.696506 0.219797 -0.196286 0.650522 0.645238 -0.806762 0.215126 0.429957 -0.0847906 -0.6205 -0.770996 -0.793427 0.624406 0.317882 0.731733 0.138691 -0.840939 0.889269 
-0.697182 0.144481 -0.738495 -0.840778 0.305208 0.196922 -0.975763 -0.0848853 -0.676531 -0.920967 -0.371798 0.474589 -0.0201793 -0.894795 -0.492202 -0.0827959 -0.406408 0.295776 -0.876904 -0.865755 -0.314587 0.153259 -0.0191557 -0.763485 0.15376 0.812176 0.0241843 0.417927 -0.3772 -0.225865 -0.992541 -0.427203 0.491442 -0.432287 0.218371 0.877335 -0.491386 -0.586038 0.296547 0.920272 -0.543818 -0.323106 0.436449 0.664108 0.0556086 -0.222052 -0.820771 -0.981915 0.410984 0.718767 0.747694 0.714671 0.29561 0.213826 0.349887 0.725495 0.596003 -0.190568 -0.72973 
0.971335 0.954418 -0.682073 -0.822338 0.459837 -0.140761 0.0877687 0.103792 -0.76441 0.754399 -0.946152 0.316162 -0.887328 -0.238496 -0.538232 -0.207876 0.964079 0.155471 -0.201204 -0.532188 0.554397 -0.000890949 0.974836 0.817783 -0.311742 -0.485449 -0.869171 -0.170918 -0.463713 0.576395 0.177208 -0.9816 0.0469625 0.949838 0.875672 -0.862108 -0.690552 -0.145343 0.895216 0.363723 0.143287 -0.79775 -0.917379 -0.0879164 -0.155887 -0.0317452 -0.786553 0.930954 -0.832194 -0.414323 -0.076699 -0.733733 -0.561223 0.352848 0.081531 -0.197499 0.506363 0.496237 -0.584732 
0.35436 0.745352 -0.532882 0.770867 -0.00782163 -0.999154 -0.275912 0.797045 0.689291 0.170509 0.251213 0.967682 0.346822 0.686443 -0.437481 -0.161999 0.372561 0.149093 0.59614 0.86794 -0.613312 -0.733277 0.227738 0.727128 0.120954 -0.962145 0.891228 0.668792 -0.672795 -0.953537 0.669922 0.268706 0.614023 -0.909533 -0.304616 -0.526796 -0.885554 0.676878 -0.285311 -0.907501 -0.442429 0.213951 0.506662 0.42736 0.967426 -0.317841 -0.976648 -0.538999 0.783902 0.0921424 0.850648 -0.52341 0.0703709 -0.33602 -0.234193 0.254726 0.122179 -0.2644 -0.324428 
-0.396946 -0.00194226 -0.293706 0.650179 -0.86212 -0.490497 -0.198137 0.745475 -0.117869 -0.867319 0.864399 0.201448 -0.801753 0.170519 -0.195453 0.895553 0.48499 0.275305 -0.267138 -0.848656 -0.180959 -0.587096 -0.774164 -0.4472 -0.774905 -0.70816 0.0213298 -0.0960065 -0.613958 0.225661 0.421471 -0.622868 0.0942439 0.759353 -0.751323 0.268734 -0.750479 0.662225 0.0281922 0.809309 -0.770118 -0.554168 -0.871571 0.352781 -0.990629 0.145152 -0.110003 -0.0867631 -0.809514 -0.676449 0.136353 -0.345538 0.227792 0.406309 -0.176346 -0.771573 0.179689 0.168634 -0.488027 
0.522245 0.808284 -0.248077 -0.216635 0.345353 0.712932 -0.653897 -0.633655 0.0411991 -0.0573073 -0.825986 0.887082 0.830886 -0.910133 -0.25967 0.106752 -0.486588 0.874883 0.0592321 0.609784 -0.785819 0.692792 0.513558 0.733938 -0.530969 0.725178 -0.169447 -0.52446 -0.278933 0.156352 -0.0574945 -0.0868103 0.337489 -0.726107 -0.144656 -0.472149 0.620016 0.745726 -0.406222 0.00301934 -0.666016 -0.248354 0.963023 -0.675943 0.197692 -0.502768 0.793893 0.90126 -0.296591 -0.946232 0.913194 -0.0505953 0.868347 -0.756015 -0.57924 0.415392 0.738473 0.313659 -0.0523987 
-0.301571 -0.0108837 -0.333254 -0.75858 -0.184551 0.236229 0.979314 0.739738 -0.0548404 0.564203 0.372018 0.91383 -0.16835 -0.758548 0.90141 -0.210777 -0.338105 -0.140958 0.0715998 0.961787 -0.65758 0.604944 -0.584972 0.533895 -0.0202829 -0.383432 -0.206428 0.39302 -0.66177 -0.434056 0.607064 0.650278 0.50182 0.225778 -0.0162501 0.462625 0.413354 -0.846795 0.533634 -0.334787 -0.183495 -0.632122 0.253393 -0.590849 -0.104419 -0.181518 -0.858182 0.380098 0.534317 0.88154 0.0912972 -0.241165 0.780558 0.496815 0.0716357 0.846635 -0.95311 0.968255 0.220375 
-0.907326 0.0257104 0.560457 0.214414 -0.443473 -0.649081 -0.129158 -0.456614 0.644329 0.530019 0.514069 0.858674 0.0925497 0.909302 -0.873784 0.856634 0.217406 0.173641 -0.628844 0.855103 -0.597912 -0.860265 0.904507 0.855842 -0.771653 0.738553 0.547534 -0.792793 0.526167 0.070596 0.963243 -0.205691 -0.605201 -0.964947 0.600752 -0.0690864 0.0314934 -0.506677 -0.869429 0.922655 0.751061 -0.547045 0.178825 -0.456811 0.0586881 -0.977794 -0.113318 -0.913914 0.228969 0.404846 0.837473 0.638717 -0.743603 -0.609125 -0.39054 -0.125878 -0.2717 0.27275 -0.658777 
0.607041 0.517102 0.829306 0.524584 0.363281 -0.000825636 0.694275 -0.809114 0.93006 0.368854 0.753515 -0.337445 -0.30986 0.00279389 0.363005 0.359652 0.859487 0.238238 -0.253605 0.739401 0.625946 0.888555 -0.81137 -0.561718 -0.552285 0.981374 0.344242 0.209904 -0.323574 -0.249447 0.693914 -0.385827 -0.54117 0.604796 -0.883934 0.401773 0.0606285 0.760529 -0.571166 0.0437477 0.770586 -0.340406 -0.52096 -0.885671 0.711 0.741059 -0.424946 -0.924794 0.12864 0.84585 0.815131 0.604128 0.984741 -0.536663 0.27996 0.894039 -0.973621 0.0253967 0.898094 
