0.390566 0.811159 -0.862713 -0.468986 0.947646 0.6132 -0.366723 0.766629 -0.824469 0.09482 -0.999488 0.935931 0.431207 0.135695 0.0192109 0.0565238 0.693651 -0.354327 -0.518271 -0.475222 -0.458484 -0.840635 0.705717 0.0979737 -0.599232 0.256371 0.345883 0.619915 0.0939728 
-0.640898 0.804431 0.935503 -0.304512 -0.0962117 0.944908 -0.0554779 -0.628064 0.048202 -0.504093 0.897539 0.424839 -0.198403 -0.526564 0.718831 0.507304 0.853344 -0.0937405 0.317035 0.674345 0.133198 0.770322 0.0300988 -0.495594 0.340273 0.679013 0.0544419 -0.512931 -0.989044 
-0.755592 0.648531 0.763352 -0.747586 0.0306417 -0.612251 -0.781051 0.386436 0.380876 -0.220059 -0.648245 -0.950219 0.959536 0.168875 -0.472252 0.733876 0.208705 -0.0315205 -0.686507 0.0439089 -0.189125 0.679348 -0.250454 -0.787621 -0.51502 0.268072 -0.162903 -0.83718 0.220375 
0.317151 -0.445959 0.357745 -0.444948 -0.965514 0.51794 0.513036 -0.418926 0.745832 0.76165 -0.141287 -0.638533 0.366403 0.0878124 0.38901 0.609466 -0.338924 0.724359 -0.314939 -0.103884 -0.243387 -0.410056 -0.926766 0.298347 -0.271881 -0.570974 -0.924338 0.747933 -0.198701 
-0.53854 0.0571531 0.466892 0.942395 0.735534 -0.829275 -0.76759 0.983117 -0.14343 0.175846 0.582045 0.144806 -0.559907 -0.912021 -0.445375 -0.688215 -0.31325 -0.366023 -0.556233 0.145503 -0.397425 0.0287644 0.368111 0.170186 -0.177517 -0.888199 0.722928 0.232817 0.870414 
0.358719 0.763421 -0.92244 0.319428 0.149386 0.286403 -0.601353 -0.262311 -0.0483544 -0.459521 -0.146828 0.604678 0.0364358 -0.857908 -0.842878 0.676671 0.331066 0.140622 0.465028 -0.712198 -0.133196 0.0434126 0.419583 -0.204284 -0.196701 0.201143 0.360368 -0.886433 -0.756026 
0.529973 -0.96234 -0.0536235 0.372319 -0.74704 0.469722 0.589141 -0.579982 0.66602 -0.99279 0.167752 -0.91445 0.538886 0.041287 -0.534565 0.518932 -0.287589 -0.742017 0.418897 -0.555035 0.109647 -0.392841 0.173597 0.0618034 -0.536774 0.551877 -0.207222 0.421571 -0.974867 
0.721976 0.317359 0.812303 -0.199033 -0.740352 -0.91521 -0.822902 0.176875 0.270979 -0.317439 -0.592236 -0.770119 -0.769972 0.157968 -0.96834 -0.867819 -0.156038 -0.922136 0.393668 -0.932437 -0.582695 -0.144162 -0.68887 0.0386462 0.708841 -0.535008 -0.0128103 0.939357 0.184558 
-0.937494 0.756753 0.194586 0.782088 -0.494703 -0.518421 0.352761 -0.25156 0.0130137 -0.598499 -0.349559 0.687148 0.672965 -0.442758 0.882568 0.842671 -0.915112 -0.436013 0.80216 0.0342296 -0.487693 0.425377 0.918622 0.131977 0.0447603 -0.8383 0.624623 -0.732238 0.216729 
0.803178 0.400813 0.263361 -0.268707 -0.488807 -0.390449 0.592697 -0.817612 -0.504531 0.276042 0.543036 0.167814 -0.222524 0.602736 -0.270003 -0.331529 0.568683 -0.979568 0.958378 -0.742889 0.925707 0.913889 -0.688067 -0.500371 0.30862 -0.32377 -0.493017 0.910304 -0.844466 
