-0.310261 -0.372527 -0.30342 0.188918 0.213347 -0.355957 -0.614654 -0.92556 0.614254 -0.13738 -0.628113 -0.374429 0.73377 -0.353401 -0.0135888 -0.966387 -0.0923872 -0.716413 0.357789 0.0335936 -0.623966 0.951725 -0.908042 0.702703 0.0279858 -0.122109 0.759224 -0.565186 -0.402884 
-0.257901 0.0240016 -0.29587 0.358023 0.474474 0.110422 -0.334048 0.101895 0.284545 0.685107 -0.381156 -0.86434 0.125387 -0.760096 -0.446406 -0.650131 -0.683697 0.943793 -0.469142 -0.691992 -0.0716611 -0.741392 -0.394906 -0.893188 -0.834724 -0.595036 0.655817 0.0306056 0.743681 
-0.819633 0.647873 -0.308577 -0.609906 0.218606 -0.0292891 -0.33905 0.996342 0.182811 0.629723 0.139838 0.720269 -0.77964 0.0790794 0.508186 0.342699 -0.227657 -0.294484 -0.477816 0.178217 0.164576 -0.0947336 -0.887458 0.618854 0.681647 -0.096281 -0.872634 -0.926732 -0.680289 
0.947455 -0.636323 -0.0569078 0.749064 -0.14076 0.912202 -0.465338 0.322945 0.248962 -0.576167 0.22634 -0.432477 0.94472 -0.836503 0.687198 -0.629896 -0.279598 -0.202208 0.238369 -0.695633 0.667182 0.465125 -0.146972 -0.749374 -0.593142 -0.695528 -0.702711 -0.498013 0.313355 
0.479743 -0.17396 -0.738365 0.180619 -0.226023 -0.0621971 -0.953277 -0.518551 -0.868498 0.47156 -0.656095 0.544578 0.529848 -0.999754 0.198455 -0.542463 0.775346 -0.609014 0.305246 -0.340123 0.637959 0.766347 -0.165863 -0.474442 0.210693 0.179459 0.925824 0.427553 -0.987919 
0.203174 -0.209563 0.716042 0.491586 0.599486 0.540929 -0.283097 0.486951 -0.69428 0.0890838 0.305895 -0.338021 -0.793604 0.109543 0.100888 0.756884 -0.736378 0.8612 -0.883708 0.839977 -0.0451037 -0.634065 -0.812977 -0.490128 -0.63227 0.751454 0.0346669 -0.304204 -0.215632 
0.6146 0.620531 -0.373996 0.206434 0.89615 0.677153 -0.0782897 0.314386 0.928472 0.324542 -0.309247 -0.74899 0.617929 0.0661778 0.911353 -0.841353 0.347997 -0.505136 0.418043 0.758443 0.71728 -0.886126 0.557666 -0.602217 -0.616441 0.953105 0.845734 0.286768 0.654754 
0.362001 0.250155 -0.182396 -0.860262 -0.647512 0.0723187 0.11037 0.18745 0.712057 -0.963378 0.309244 0.95545 0.360284 -0.279097 -0.352389 -0.179724 0.825054 0.14899 -0.72499 0.840887 0.892506 0.48467 -0.972699 0.966562 -0.804449 -0.601626 0.942378 0.823995 0.635992 
-0.212426 -0.157234 -0.0359109 -0.985879 -0.17291 0.58035 -0.776045 -0.66502 -0.621894 -0.964634 -0.833022 -0.156453 -0.772551 -0.00419984 -0.0879268 -0.821691 0.0329881 -0.0557987 -0.188194 -0.938981 0.936046 0.958634 -0.943139 -0.134063 -0.988649 0.578601 -0.813024 -0.753095 -0.635803 
0.802476 -0.140279 -0.745277 -0.512432 0.899027 0.0383025 0.21616 0.809255 -0.97125 0.606226 0.827432 0.805287 0.874117 0.680419 0.2776 0.310527 0.13526 -0.331973 0.853093 0.773301 0.843296 0.188934 -0.0224967 -0.459816 -0.152706 0.977243 0.178506 0.661092 0.493655 
-0.679465 -0.0545879 -0.659696 0.930014 0.211234 0.371763 0.304782 -0.771815 -0.73279 -0.161261 -0.836962 0.596946 -0.715263 0.639888 -0.691751 0.695677 0.231159 -0.886678 -0.958436 0.46381 0.0596907 -0.64999 0.521455 -0.12295 0.0897529 -0.78593 -0.839297 0.0520636 -0.11908 
0.780645 0.0553086 -0.970807 -0.342444 -0.355986 0.675592 -0.568699 -0.173167 0.840835 0.0432236 -0.803582 0.00626212 -0.474506 0.399395 0.966067 0.14829 0.558908 0.917498 -0.214764 0.818611 -0.443133 0.329935 -0.717449 0.19344 0.422194 0.414155 -0.750534 0.323411 0.850023 
0.203893 -0.220918 -0.543179 0.858622 -0.120831 0.18161 0.653528 0.559153 0.571774 0.626668 -0.683465 -0.651678 -0.328842 0.769875 0.489507 0.572523 0.732581 -0.404713 -0.617293 0.135804 0.498541 0.401256 0.110369 0.0668302 0.320814 -0.497628 0.182499 -0.277365 0.544888 
-0.805235 -0.087658 0.877514 0.00593159 0.17799 0.574254 0.989543 -0.746939 0.664148 -0.825159 0.232656 -0.653597 0.720921 0.614465 -0.536804 0.947833 0.328136 0.720142 0.0268175 0.426617 0.182839 0.213619 -0.459746 -0.0163649 0.281752 -0.335122 0.565094 -0.713511 0.0960104 
0.252239 -0.432331 0.096718 -0.438124 -0.331298 0.139001 -0.547475 0.730345 -0.462117 -0.939386 0.912118 0.100598 0.52038 0.273183 -0.862326 -0.408145 0.086466 -0.17301 -0.877657 0.663065 0.702265 0.893593 0.718269 -0.507363 -0.450549 -0.80874 0.657351 -0.796597 0.144549 
0.0296099 -0.64813 -0.902404 0.598308 0.803096 0.552983 0.0828166 0.547537 -0.428449 -0.304422 0.607401 0.969486 0.278662 0.801021 0.570729 -0.871553 0.592037 0.297401 0.343866 0.152166 0.746211 -0.498782 -0.301815 0.715717 0.0644402 -0.28397 -0.329364 0.970044 -0.760643 
0.411261 -0.963811 -0.0284654 0.3544 -0.736476 -0.214003 0.907429 0.398354 0.15668 -0.701317 -0.49207 0.39119 0.0104815 -0.46416 0.7642 0.533147 -0.887707 0.981381 -0.556281 -0.669734 -0.0670909 0.724246 0.146919 -0.455018 -0.0311317 -0.683002 0.802277 -0.414273 -0.152456 
-0.368025 -0.952274 -0.057483 -0.058728 -0.916872 0.684083 -0.100094 -0.0445019 -0.621167 -0.240421 -0.347219 0.549856 0.957974 -0.572525 -0.952507 0.479552 -0.663011 0.0844133 0.268721 -0.545011 -0.585161 -0.910343 -0.0478126 -0.345203 -0.276604 0.0912541 0.256018 -0.603293 -0.34509 
-0.594217 -0.471435 -0.716274 0.390892 0.850625 -0.257656 0.0722215 -0.274431 -0.801222 0.431178 0.953624 0.951494 0.877685 -0.0625392 -0.732758 -0.588907 0.512117 0.411055 0.111395 -0.452642 0.806815 -0.171673 0.28003 -0.638413 0.0762248 -0.27765 0.752682 -0.0279768 0.217949 
0.971226 0.169715 -0.137497 0.637288 0.889803 -0.762439 0.756984 -0.826309 0.568172 0.840157 -0.480795 -0.921745 -0.0206584 -0.34645 0.0282803 0.00543884 -0.401327 0.411043 0.593933 0.887193 0.298905 0.254474 0.0843339 -0.862049 0.560569 0.514469 -0.594956 0.786136 -0.0652468 
0.903599 -0.922985 -0.951903 0.410273 -0.11917 0.454826 0.805361 0.122016 -0.307623 0.237924 0.514774 0.847018 -0.807007 -0.206352 0.657537 0.837579 -0.458342 -0.234159 -0.793536 -0.499735 0.228959 -0.179927 0.269979 0.110052 -0.0857178 0.634494 -0.187478 -0.81629 0.208378 
-0.980468 0.59814 0.363944 0.642465 -0.728147 -0.806355 -0.860235 0.439879 -0.932208 -0.852164 0.0686214 0.131199 0.986114 0.631928 -0.66852 -0.255604 0.190104 0.777518 -0.817916 0.369072 0.296142 0.530812 -0.875329 -0.898848 0.669324 0.0397 -0.769857 -0.305343 -0.448957 
-0.495872 0.804661 -0.708667 0.381774 -0.06415 -0.285735 0.681273 0.426396 -0.820215 0.888728 -0.674865 -0.898327 0.546817 -0.507876 0.0969669 0.0142128 0.644723 0.455656 -0.539615 0.907449 -0.888332 -0.56427 0.114436 -0.544287 -0.313014 0.857208 0.598344 0.226144 0.227317 
